"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000227232.5",110.298252598918,0.0032239281860596,0.00887534022410187,0.363245588862577,0.716421435014718,0.999984921767844
"ENSG00000238009.6",14.5475443106928,-0.0105319781868461,0.0247549286505866,-0.425449749239997,0.670508846200783,0.999984921767844
"ENSG00000233750.3",112.804263696997,0.00148547366980345,0.018546064430476,0.0800964363826122,0.936160556998005,0.999984921767844
"ENSG00000268903.1",3360.68162425647,-0.000743612706561924,0.0132515253668319,-0.0561152536011562,0.955249992469194,0.999984921767844
"ENSG00000269981.1",1841.33673904357,-0.00680034139170357,0.0127480157690411,-0.533443126750627,0.593726870553633,0.999984921767844
"ENSG00000239906.1",77.8390262643491,0.0022219886086738,0.0150612547347371,0.147530112716906,0.882713613256921,0.999984921767844
"ENSG00000241860.6",61.4509305212421,-0.0127268698093095,0.0140072377561209,-0.908592402791773,0.363565318277362,0.999984921767844
"ENSG00000279928.2",7.08832775684807,0.00290753626025775,0.0242267147547082,0.120013641539768,0.904472341679757,0.999984921767844
"ENSG00000279457.4",211.056047280483,-0.00577187870010472,0.00824250529521457,-0.700257809170685,0.483766315119741,0.999984921767844
"ENSG00000228463.9",132.93448213018,-0.0173250602273911,0.0178440239948708,-0.970916662764582,0.331589779849056,0.999984921767844
"ENSG00000237094.11",39.7552466016656,-0.0143078394612417,0.0128587808783972,-1.11269019952575,0.265841506101868,0.999984921767844
"ENSG00000250575.1",26.0270615574538,-0.0149420171277978,0.0229315645981123,-0.651591698589452,0.514664604427254,0.999984921767844
"ENSG00000225972.1",423.702231040114,-0.0397883713689875,0.0259526805163197,-1.53311220950636,0.125248209883077,0.999984921767844
"ENSG00000225630.1",2051.39948592772,0.0227668145187031,0.0142752789414617,1.59484200708528,0.110747570727084,0.999984921767844
"ENSG00000237973.1",941.357703930857,0.0415710686372904,0.0161932591384822,2.56718355963931,0.0102528321701241,0.657140696047426
"ENSG00000229344.1",145.565830849362,-0.0172263771759759,0.019082024775428,-0.902754156265345,0.366656386847995,0.999984921767844
"ENSG00000240409.1",18.8091082438931,0.0152325467531878,0.0183508322609452,0.830073891831389,0.406497007311259,0.999984921767844
"ENSG00000248527.1",9850.51423230721,-0.00716863694954796,0.0123841410124295,-0.578856211533208,0.56268619859489,0.999984921767844
"ENSG00000198744.5",132.819567099845,0.0410393952360288,0.0196731443917457,2.08606181192102,0.036973024317193,0.993285985260226
"ENSG00000228327.3",420.347618636272,-0.00815545394922699,0.0115071015330667,-0.708732249019575,0.478490648347474,0.999984921767844
"ENSG00000237491.8",17.9225810690929,0.000909949471217366,0.0113609854243258,0.0800942380639811,0.936162305385314,0.999984921767844
"ENSG00000230092.7",8.41083073562905,-0.00212994851623279,0.0131431732561866,-0.162057402327114,0.871260650716756,0.999984921767844
"ENSG00000228794.8",239.393785088193,-0.00228460113893139,0.010924325540866,-0.209129719760281,0.834346974611187,0.999984921767844
"ENSG00000225880.5",52.4335079342104,-0.0208134928936618,0.0120787601117172,-1.7231481295395,0.0848617410638979,0.999984921767844
"ENSG00000187634.11",6.37189434497822,0.00308747605631595,0.0178578927368389,0.172891398879714,0.862736792544203,0.999984921767844
"ENSG00000188976.10",1174.01444150787,0.00164990618596274,0.00732363610828779,0.225285112690898,0.821757480363585,0.999984921767844
"ENSG00000187961.13",335.351807142473,-0.00730432837415523,0.00996223228228383,-0.733201973933569,0.46343525160401,0.999984921767844
"ENSG00000187583.10",40.6743267120876,-0.00894806326348265,0.0105745491852112,-0.846188627690789,0.397447525046257,0.999984921767844
"ENSG00000187642.9",43.3887234949459,0.0683331840493835,0.0241784700509063,2.82619966877608,0.00471038922936109,0.42389151716686
"ENSG00000272512.1",14.2393992303016,-0.00141724011124429,0.0268722663981997,-0.0527398802260771,0.957939163399833,0.999984921767844
"ENSG00000188290.10",107.777023369783,0.00590131884686843,0.0254326728086103,0.232036911388665,0.816509344913601,0.999984921767844
"ENSG00000187608.8",1521.04794649188,-0.0519978938489378,0.0200057169529087,-2.59915173104444,0.00934544549739942,0.624984564253659
"ENSG00000188157.14",169.27039385,-0.0101879084639507,0.0134616671203031,-0.756808824115487,0.449164405465163,0.999984921767844
"ENSG00000217801.9",22.1325882587209,0.00101825245540301,0.0130678647043402,0.0779203395842341,0.937891419951422,0.999984921767844
"ENSG00000131591.17",401.117511101889,-0.00489933188172677,0.0101792647881754,-0.481305082801069,0.63029968512638,0.999984921767844
"ENSG00000223823.1",10.6199099800524,-0.000733461999333867,0.0236211452019833,-0.031051077035515,0.975228805705541,0.999984921767844
"ENSG00000186891.13",415.398392932182,-0.000357512351795947,0.0195069469641222,-0.0183274375253849,0.985377639160232,0.999984921767844
"ENSG00000186827.10",300.698497318734,-0.0129139632932017,0.0190144809614958,-0.679164649266649,0.497033543336244,0.999984921767844
"ENSG00000078808.16",3778.56956799156,0.00388150436831027,0.00422835371113456,0.91797059410831,0.358634261050748,0.999984921767844
"ENSG00000176022.4",361.101888691753,0.0132125371548275,0.0108928732433968,1.21295243776355,0.225148005422223,0.999984921767844
"ENSG00000184163.3",29.0662358713142,-0.0183144959290298,0.0120696422458959,-1.51740172209805,0.129165289417221,0.999984921767844
"ENSG00000260179.1",17.8307707179554,0.046904605431102,0.0146034745772177,3.21187982922065,0.00131869522941153,0.198444155638061
"ENSG00000160087.20",1673.13366697519,0.00549644138425124,0.0082937807683993,0.662718431766801,0.507510902792747,0.999984921767844
"ENSG00000230415.1",9.75608869160485,0.00844094624246385,0.0149082526163412,0.566192863757326,0.57126268055759,0.999984921767844
"ENSG00000162572.20",184.893630173966,-0.00713022224861155,0.0130728693256836,-0.545421366264496,0.585463748702538,0.999984921767844
"ENSG00000131584.18",2017.27363670241,-0.00263898625566664,0.00743084424318613,-0.355139492808844,0.722485091508164,0.999984921767844
"ENSG00000169972.11",274.597906523715,0.00878002352208755,0.00708280235699019,1.23962565656266,0.215113886401421,0.999984921767844
"ENSG00000127054.20",3029.9011847339,-0.00199806948632931,0.0058052425722877,-0.344183634266625,0.730708189254953,0.999984921767844
