"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000227232.5",110.298252598918,0.0128037354839735,0.19157059080211,0.0668356005499801,0.94671258162013,0.999884057481241
"ENSG00000238009.6",14.5475443106928,0.0456387236627382,0.534313153660125,0.0854156843231468,0.931930924444364,0.999884057481241
"ENSG00000233750.3",112.804263696997,-0.173977085250652,0.400621954709257,-0.434267476371613,0.664094218665953,0.999884057481241
"ENSG00000268903.1",3360.68162425647,0.0729318650539117,0.286452742837432,0.254603479553003,0.79902937144268,0.999884057481241
"ENSG00000269981.1",1841.33673904357,0.162888799625347,0.275556295389845,0.591127121210928,0.554435249051312,0.999884057481241
"ENSG00000239906.1",77.8390262643491,0.0961119494586304,0.325181141387838,0.295564340073458,0.767562809964731,0.999884057481241
"ENSG00000241860.6",61.4509305212421,-0.149140417553937,0.302653145060781,-0.492776698302558,0.622170377010906,0.999884057481241
"ENSG00000279928.2",7.08832775684807,1.08217593942202,0.520211877605702,2.08025995946649,0.0375016952735661,0.999884057481241
"ENSG00000279457.4",211.056047280483,-0.00254887706721077,0.178105697567719,-0.014311036098335,0.988581835000359,0.999884057481241
"ENSG00000228463.9",132.93448213018,-0.874764984562073,0.384608008164005,-2.27443258068889,0.0229399903936636,0.930044792721245
"ENSG00000237094.11",39.7552466016656,-0.523164153649817,0.277109852537413,-1.88793054039529,0.0590352759008626,0.999884057481241
"ENSG00000250575.1",26.0270615574538,0.94268895357084,0.494092082256235,1.90792159482929,0.0564013507351741,0.999884057481241
"ENSG00000225972.1",423.702231040114,-1.01711469086638,0.560859253258851,-1.81349364382682,0.0697557180748801,0.999884057481241
"ENSG00000225630.1",2051.39948592772,0.413804022302228,0.308699297283559,1.34047607475479,0.180090617577282,0.999884057481241
"ENSG00000237973.1",941.357703930857,0.367063342026894,0.351117286908779,1.04541518094567,0.295831123394877,0.999884057481241
"ENSG00000229344.1",145.565830849362,1.23267941288572,0.410700767400279,3.00140518530932,0.00268736714659432,0.290932914659411
"ENSG00000240409.1",18.8091082438931,0.235108791825582,0.395813856601842,0.593988279854698,0.55251995191188,0.999884057481241
"ENSG00000248527.1",9850.51423230721,0.0311089801781067,0.267772527580567,0.116176892600555,0.907512349762129,0.999884057481241
"ENSG00000198744.5",132.819567099845,-1.01206812361051,0.424806869909299,-2.3824193893724,0.0171992971111621,0.81304683307803
"ENSG00000228327.3",420.347618636272,-0.116819596754364,0.248745192233442,-0.469635596593687,0.638615388106159,0.999884057481241
"ENSG00000237491.8",17.9225810690929,0.172891845241124,0.244183453246648,0.708040790407234,0.478919926981254,0.999884057481241
"ENSG00000230092.7",8.41083073562905,-0.375903349567968,0.282621364222447,-1.33005992169828,0.183498529120231,0.999884057481241
"ENSG00000228794.8",239.393785088193,-0.0662377655656928,0.23606506634468,-0.280591137822055,0.779024014070294,0.999884057481241
"ENSG00000225880.5",52.4335079342104,-0.215858604874254,0.261339488000465,-0.825970107027492,0.408821049243078,0.999884057481241
"ENSG00000187634.11",6.37189434497822,-0.13853608743906,0.384959003891471,-0.359872313775306,0.718942622225553,0.999884057481241
"ENSG00000188976.10",1174.01444150787,0.00290825693612009,0.158296119008171,0.0183722567195091,0.985341884637298,0.999884057481241
"ENSG00000187961.13",335.351807142473,-0.156634181300268,0.215300515732837,-0.727514194599667,0.466911023037156,0.999884057481241
"ENSG00000187583.10",40.6743267120876,0.0131257323715417,0.228219987924267,0.0575135091843813,0.95413614514869,0.999884057481241
"ENSG00000187642.9",43.3887234949459,2.70620069603967,0.517906267778554,5.22527118207572,1.7390005215353e-07,0.000316624567684627
"ENSG00000272512.1",14.2393992303016,-0.970167832695442,0.580145878578948,-1.67228255602167,0.0944686177775334,0.999884057481241
"ENSG00000188290.10",107.777023369783,-0.246100781787607,0.54974653847775,-0.447662267176907,0.654396957402881,0.999884057481241
"ENSG00000187608.8",1521.04794649188,0.0677546176992574,0.434686177919102,0.15587019128054,0.876135341997951,0.999884057481241
"ENSG00000188157.14",169.27039385,0.200335031133665,0.29094396814095,0.68856911663696,0.491094461446658,0.999884057481241
"ENSG00000217801.9",22.1325882587209,0.0724413751669451,0.281847548159104,0.257023258283062,0.797160818541566,0.999884057481241
"ENSG00000131591.17",401.117511101889,0.0258077916619709,0.22003160115761,0.117291296005634,0.906629222204174,0.999884057481241
"ENSG00000223823.1",10.6199099800524,-0.711587248473229,0.508483240596732,-1.39943107591539,0.16168375344719,0.999884057481241
"ENSG00000186891.13",415.398392932182,-0.0155422636921345,0.42168557408841,-0.0368574707013239,0.970598650151875,0.999884057481241
"ENSG00000186827.10",300.698497318734,-0.142787025308267,0.411109625472054,-0.347321046410219,0.72835014104343,0.999884057481241
"ENSG00000078808.16",3778.56956799156,-0.0700510788191745,0.0914015878000666,-0.766409867762969,0.4434324631726,0.999884057481241
"ENSG00000176022.4",361.101888691753,-0.133700129617317,0.235534888786072,-0.567644692921703,0.570276253215816,0.999884057481241
"ENSG00000184163.3",29.0662358713142,0.105778277485111,0.260799537657969,0.405592273801635,0.68504220670637,0.999884057481241
"ENSG00000260179.1",17.8307707179554,-0.69210866961223,0.315263338674579,-2.19533508882439,0.0281395696401171,0.999884057481241
"ENSG00000160087.20",1673.13366697519,-0.142285374612108,0.179238335282842,-0.793833386075465,0.427292433785194,0.999884057481241
"ENSG00000230415.1",9.75608869160485,-0.360213133602755,0.321152535039117,-1.12162631242777,0.262021359175043,0.999884057481241
"ENSG00000162572.20",184.893630173966,-0.0205860364208348,0.282579599209729,-0.0728503985369306,0.941925165235552,0.999884057481241
"ENSG00000131584.18",2017.27363670241,-0.0256437354005367,0.160633582993096,-0.159641184132952,0.873163734760156,0.999884057481241
"ENSG00000169972.11",274.597906523715,-0.0876245213471078,0.153070313202762,-0.572446214512136,0.567019714281099,0.999884057481241
"ENSG00000127054.20",3029.9011847339,-0.01702257630798,0.125490826788146,-0.135647973191839,0.892099578801834,0.999884057481241
"ENSG00000240731.1",33.7807741866173,-0.147025361232687,0.195074958174128,-0.753686493688488,0.451037493855965,0.999884057481241
"ENSG00000224051.6",1024.19640410407,-0.264164060455708,0.224370371033828,-1.17735714942451,0.23905298541756,0.999884057481241
"ENSG00000169962.4",93.5900040539984,-0.317438950284948,0.203460134983335,-1.56020220035217,0.118712105831915,0.999884057481241
"ENSG00000107404.19",968.450745089162,-0.0626428794532098,0.146821228248696,-0.42666091409548,0.669626323165748,0.999884057481241
"ENSG00000162576.16",90.2682617046393,-0.0144316716973899,0.278645996564091,-0.0517921372470552,0.958694320712367,0.999884057481241
"ENSG00000175756.13",3113.74088300111,-0.249302883467684,0.199638237425156,-1.24877321440562,0.211748033539696,0.999884057481241
"ENSG00000221978.11",3779.17474483553,-0.0958285464973142,0.102749440227317,-0.932643003069492,0.351004322357366,0.999884057481241
"ENSG00000224870.6",402.123430462001,-0.114515878532388,0.167222537806755,-0.684811270265043,0.493463022559534,0.999884057481241
"ENSG00000242485.5",919.595031547041,-0.0644031234642809,0.110083509320403,-0.585038793383965,0.558521632440099,0.999884057481241
