"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000227232.5",110.298252598918,0.000585952752144297,0.00708595251402245,0.0826921646715455,0.934096315221624,0.997687479422747
"ENSG00000238009.6",14.5475443106928,0.0522660062282717,0.019685112340786,2.6551032741622,0.00792841314818491,0.463927309294695
"ENSG00000233750.3",112.804263696997,0.0132572491977039,0.0148097965015355,0.89516754645004,0.370697530394756,0.973035455394022
"ENSG00000268903.1",3360.68162425647,0.000316835727434841,0.0105935670031749,0.0299083139172938,0.976140175269765,0.998944508292046
"ENSG00000269981.1",1841.33673904357,0.00429171877250834,0.0101914486598003,0.4211097868193,0.673674915378452,0.988235891359486
"ENSG00000239906.1",77.8390262643491,0.00839117864649401,0.0120241289874993,0.69786166259675,0.485263711900131,0.980203078021085
"ENSG00000241860.6",61.4509305212421,-0.0105498854075216,0.0111869296855654,-0.943054591746853,0.345652980191149,0.972405917466802
"ENSG00000279928.2",7.08832775684807,-0.00920809408054199,0.0193102077966705,-0.476851113022702,0.633468145812805,0.985098588803143
"ENSG00000279457.4",211.056047280483,0.000332123865491606,0.0065859335814679,0.0504292764849871,0.959780306799149,0.99815726803785
"ENSG00000228463.9",132.93448213018,0.0186959045365642,0.0142503436562317,1.31196166124656,0.189533070667633,0.965488063278502
"ENSG00000237094.11",39.7552466016656,0.0117982887125091,0.010264092788109,1.14947214099403,0.250361347893995,0.970708084380314
"ENSG00000250575.1",26.0270615574538,0.00236397976504177,0.0183225480920349,0.129020251613881,0.897341624288499,0.996792607112433
"ENSG00000225972.1",423.702231040114,-0.00413502155470117,0.0519932509383554,-0.0795299674491169,0.936611096518956,0.997786159298162
"ENSG00000225630.1",2051.39948592772,-0.00276569075871299,0.0114276880462043,-0.242016648295856,0.808767263162755,0.994538780544007
"ENSG00000237973.1",941.357703930857,-0.0209374576782678,0.012971499180372,-1.61411240035767,0.10650304814129,0.937674999703075
"ENSG00000229344.1",145.565830849362,0.039297921149969,0.0152043179011917,2.58465531997914,0.00974763893280499,0.520618833862561
"ENSG00000240409.1",18.8091082438931,0.015647653588187,0.0146328919393092,1.06934799034166,0.284912893591991,0.971654356402339
